processed_text_stemmed,comments_count
маяковск снов слышн горьк вмест загс москв откр сезон летн свадеб ноч июн московск метр прошл свадебн церемон раздел радостн событ вмест молодожен могл родн близк специальн праздник маяковск украша перрон устанавлива свадебн арк станц прибыва поезд знаменит номерн современ москв сраз торжествен церемон молодож провод перв семейн фотосесс нов поезд пода заявлен проведен торжествен церемон станц метр маяковск личн дворц бракосочетан,17.0
станц бауманск выход закроют ремонт эскалатор июн август станц бауманск выход пройдет ремонт эскалатор утрен час пик возможн ситуативн ограничен вход станц связ уменьшен провозн способн эскалатор прос пассажир возможн пользова наземн транспорт смеща врем поездк час пик принос извинен времен неудобств своевремен ремонт эскалатор необход безопасн комфортн поездок узна ремонт мосметр прям мобильн приложен метр москв официальн сайт,19.0
месяц наш птичк успел покор сердц мног пассажир собра сам необычн интересн факт иволг карточк,10.0
должн знат сво геро москв прошел ежегодн городск конкурс московск мастер выбра лучш дежурн станц участник продемонстрирова сво теоретическ знан примен практик сво мастерств показа ночн врем станц делов центр поезд прекрат движен прошел конкурс стал лучш москв смотр виде,0.0
забот наш инспектор центр обеспечен мобильн застав сия ярч,0.0
июн июн значительн измен расписан ленинградск казанск направлен ленинградск направлен интервал движен увелич минут сокращ врем работ движен утр москв област утр зеленоград крюков сторон центр част поезд дальн пригород след зеленоград крюков казанск направлен интервал движен увелич минут сокращ врем работ последн поезд мцд сторон ипподром сторон зеленоград крюков врем изменен будут провод работ модернизац инфраструктур участк станц сходн химк расписан пригородн городск поезд сверя приложен метр москв московск транспорт сайт перевозчик цппк ппк планир поездк заран,1.0
июн измен расписан движен поезд рижск курск направлен диаметр час интервал увелич минут рижск направлен больш част поезд след укорочен маршрут курск вокза интервал движен увелич час курск направлен част поезд след укорочен маршрут царицын интервал движен увелич час врем окон будут ремонтирова пут станц люблин расписан пригородн городск поезд сверя приложен метр москв московск транспорт такж приложен сайт перевозчик,21.0
готов узна прошел городск конкурс зван лучш машинист электропоезд метр год участник показа знан теор практик встрет суперфинал продемонстрирова точн могут произвест экстрен торможен смотр эт знает стал победител,2.0
прокат иволг предлага провер внимательн спрята филворд слов котор наш пассажир чащ говор нов поезд филворд эт головоломк котор нужн найт спрята слов сред букв объясн прав слов могут идт вверх вниз вправ влев поворачива прям угл наискосок кажд букв использ одн слов слов должн пересека имет общ букв разгада филворд нужн найт слов зачеркнут букв готов поеха,18.0
оплачива проезд сист быстр платеж открыт тестов режим турникет метр мцк причал регулярн речн маршрут способ оплат позволя бесконтактн плат люб смартфон вне зависим модел операцион систем воспользова сбп нужн сгенерирова код приложен метр москв отсканирова считывател турникет москвич тыс оплат проезд сист быстр платеж пассажир оставля отзыв котор помога нам повыша надежн технолог исключа программн ошибк упроща сервис,42.0
нача узнава одн букв эт стал мейнстрим,31.0
виртуальн тройк ваш смартфон карт выпуст приложен метр москв виртуальн тройк работа метр мцк мцд регулярн речн наземн транспорт необязательн нос соб пластиков карт снов плат проезд смартфон турникет момент запуск горожан выпуст тыс цифров карт эт числ раст забудьт установ порог баланс ваш виртуальн тройк деньг спишут автоматическ банковск карт сумм счет опуст ниж указа уровн оста вопрос напиш александр,72.0
год законч обновлен поезд мцд постав вагон нов состав выйдут мцд диаметр перевоз современ иволг числ трет четверт сер поезд перв двух диаметр поезд обновл нов диаметр оста некотор поезд дальн пригород котор нужда замен скор перевоз современ комфортн подвижн соста мцд обновлен заверш след год,40.0
год увелич количеств эскалатор станц московск метр быстр может попаст платформ вестибюл современ технолог позволя расширен диаметр наклон монтирова эскалатор взам стар эскалатор стал станц фрунзенск спортивн бауманск проспект мир новослободск рижск будущ планиру добав эскалатор северн вестибюл станц университет сокольническ лин,44.0
москв выбра лучш дежурн станц московск метр конкурс московск мастер отборочн этап приня участ окол дежурн фина конкурс прошл распредел мест мест ларис голягин станц филат луг сокольническ лин мест ел аникин станц нижегородск бкл мест юл минулбаев станц шаболовск калужск рижск лин конкурс проход этап теоретическ практическ фина состоя ноч закрыт метр станц делов центр филевск лин дежурн показа сво умен действова различн ситуац присоединя наш команд подробн ваканс обучен узна сайт чат бот александр телефон,7.0
подвод итог наш конкурс победител стал лен шумов расшифровк буд ката люб алекс проскуряк расшифровк бриллиант конструкторск любв дан сенатор расшифровк быстр круглогодичн легк поздравля откройт сво личн сообщен наш сотрудник смог вам связа эт конкурс котор посвят бкл участ поставьт лайк эт пост подпиш сообществ московск метр напиш комментар расшифровк аббревиатур бкл июн выбер лучш вариант автор получат команд московск метр цел набор сувенир посвящен больш кольцев лин,125.0
врем сам цен ресурс особен москв поэт продолжа развива удобн транспорт эконом ваш драгоцен минут сегодн заверш формирован кутузовск откр быстр пересадк станц мцд филевск лин метр оформл вид пешеходн галер длин метр панорамн вид надземн переход прост удобн откроет вдохновля вид лучш город земл узна развит транспорт район размест фотовыставк эт будущ кутузовск сраз перейт соседн штаб квартир сбер прям интеграц сэконом драгоцен минут городск вокза эт гот год ожида тыс человек сутк,14.0
как качеств долж облада лучш машинист московск метр профессионализм ответствен внимательн эт дмитр марченк таганск краснопресненск лин стал победител городск конкурс московск мастер професс машинист электропоезд метрополит шестерк суперфиналист конкурсант сраз заключительн этап втор мест заня константин зайц бкл трет дмитр лысенк кольцев лин как навык оценива экспертн жюр чита хот стат част наш команд подробн ваканс обучен смотр сайт чат бот александр телефон,3.0
тыс активирова баланс тройк льготн абонемент карт москвич турникет метр мцк уникальн сервис стал доступ пассажир недел назад нужн трат врем иска желт терминал станц билет запишет автоматическ момент оплат проезд экран появ надп записа пополнен активирова баланс пополн баланс тройк карт москвич приложен метр москв прилож карт люб турникет метр мцк нов функц позвол эконом минут месяц млн пассажир,9.0
наступ лет нем готов цппк подготов поезд заглянул деп нахабин изуч ве процесс рассказыва показыва провер механик колесн пар пантограф тягов оборудован подготов систем климат контрол вентиляц поменя вентиляцион фильтр привел порядок станц турникет касс платформ выполн генеральн уборк покрас поверхн станц чист комфортн поезд жела приятн поездок,18.0
встат доск покор волн москв област легк мцд мцк эт прост удобн способ быстр добра нужн мест отправн точк крут летн приключен ряд некотор станц наслад красив пейзаж заня активн отдых карточк рассказыва мест станет настоя серфер прост искупа прохладн бассейн,0.0
любим песн известн мультсериа малышарик прозвуча сегодн аванзал курск джазов аранжировк пассажир выступ юн артист звезд джаз наб владимир буяк лиз бугулов ал яковлев нин чеснер соф ацбех негг анастас лютов саш магеров посмотр крут прошл,1.0
наш станц поезд событ имеют сво знак зодиак например красавиц иволг телец запуст ма сестричк иволг ов вперв поеха пассажир начал апрел мцк мцд дев нача сентябр отличн врем старт так транспортн проект карточк найдет знак зодиак,12.0
офис диаметр мцд удобн быстр транспорт настоя двигател бизнес инновац вокруг станц развива инфраструктур появля нов рабоч мест зарожда стартап компан выбира идеальн расположен офис бизнес центр сотрудник могл удобн быстр добира работ карточк собра пример так бизнес центр,13.0
июн измен расписан движен поезд курск направлен част поезд сторон нахабин след укорочен маршрут курск вокза интервал движен частичн увелич минут врем окон будут модернизирова станц царицын эт врем будут закрыт пут станц царицын расписан пригородн городск поезд сверя приложен метр москв московск транспорт такж приложен сайт перевозчик,6.0
движен сокольническ лин восстановл введ график причин приостановлен движен небольш техническ неисправн информац пожар поезд тоннел соответств действительн пассажир поезд сотрудник вывел станц безопасн угрожа станц парк культур фрунзенск спортивн университет дежур инспектор центр обеспечен мобильн пассажир специалист информирова пассажир альтернативн маршрут помога подобра оптимальн вариант предлага питьев вод вдол ран закрыт участк метр работа бесплатн автобус маршрут станц метр парк культур станц метр университет дорожн патрул цодд помога регулирова движен свободн проезд автобус такж ориентирова водител мест обеспечива приоритет автобус принос извинен неудобств благодар наш пассажир терпен,67.0
пострада приостановлен движен участк сокольническ лин безопасн пассажир угрожа информац ряд источник пожар поезд тоннел соответств действительн безопасн пассажир угрожа причин небольш техническ неисправн причастн сотрудник мест провод необходим проверк станц парк культур фрунзенск спортивн университет дежур инспектор центр обеспечен мобильн пассажир специалист информир пассажир альтернативн маршрут помога подобра оптимальн вариант предлага питьев вод вдол закрыт участк метр работа бесплатн автобус станц метр парк культур станц метр университет задействова автобус особ больш класс принос извинен прилага усил скор восстановлен движен ввод график,78.0
дела метр доступн год наш центр профориентац вмест координацион центр социальн поддержк молодеж провод экскурс метр дет ментальн нарушен проход рамк проект город мог поддержк департамент труд социальн защит населен экскурс ребят прошл подготовк тренировочн центр педагог подробн рассказа правил безопасн поведен московск транспорт экскурс метр прошл игров формат ведущ объясня прав моделирова различн ситуац эт помогл маленьк экскурсант чувствова уверен врем поездк финальн экскурс посет уполномочен прав ребенк ольг ярославск высок оцен важност так мероприят дет город ребят получ цен жизнен оп навык безопасн передвижен метр,29.0
департамент гочсипб сдела одн выставк лет пожарн охра москв экспозиц размест станц савеловск бкл серпуховск тимирязевск лин увид фотограф современ пожарн спасательн автомобил оборудован котор использ борьб огн такж кадр работ столичн пожарн посмотрет выставк июн год,0.0
жар отступа поэт продолжа бесплатн раздава вод станц метр измайловск филевск парк багратионовск фил кутузовск студенческ кунцевск пионерск выхин получ вод автовокзал центральн саларьев красногвардейск южн ворот северн ворот пассажир могут взят бутилирова вод ленинградск вокзал станц ховрин сходн химк зеленоград крюков цппк предлага вод ярославск казанск курск савеловск белорусск павелецк киевск вокзал такж станц подольск тушинск выхин раменск железнодорожн мытищ аэроэкспресс предлага бесплатн бутилирова вод пассажир сво экспресс автобус поезд автобус терминал перевозчик комфортн температур поддержива систем климат контрол работник метр кажд ден замеря температур станц необходим корректир реж работ вентиляц работа летн режим результат замер температур мож измен список станц бесплатн раздач вод жарк дни особен бережн относ сво здоров нос свободн одежд светл тон избега прям солнечн луч пейт вод метр почувствова плох польз колон экстрен вызов получ медпомощ,36.0
бкл станет удобн год откроют нов пересадк авиамоторн электрозаводск текстильщик радиальн лин благодар эт пересадк станут намн быстр будут занима нескольк минут комфортн люб погод авиамоторн электрозаводск подземн переход текстильщик тепл контур установ переход горельеф скульптур икар котор убра строительств отреставрирова вернут электрозаводск авиамоторн,101.0
продолжа обновля поезд замоскворецк лин пассажир лин перевоз нов состав москв перв нача работа лин месяц назад март москв приход смен номерн вагон котор разработа основн отлич номерн москв двер шир посадк высадк проход быстр комфортн температур люб погод счет климатическ сист кажд вагон сквозн проход перв последн вагон хорош шумоизоляц салон позволя говор вполголос разъем поручн зарядк гаджет обновлен подвижн состав замоскворецк лин нача март выполн год парк поезд состоя состав москв перспективн модел москв котор разработк,125.0
москв пришл жар пассажир метр нача раздава вод эт станц измайловск филевск парк багратионовск фил кутузовск студенческ кунцевск пионерск выхин такж цппк предлага вод час вокзал ярославск казанск курск савеловск белорусск павелецк киевск станц мцд подольск тушинск мцд выхин раменск мцд железнодорожн мытищ такж перевозчик мтппк разда вод ленинградск вокзал обновлен списк станц буд публикова дептранс оперативн борт электросуд найдет кулер питьев вод одноразов стаканчик поезд экспресс автобус терминал аэроэкспресс систем климат контрол поддержива оптимальн температур берег,25.0
июн год времен закр участок делов центр шелепих хорошевск бкл интеграц рублев архангельск лин метр откроет состав нов лин начина интеграц участк перспективн лин постро соединен нов тоннел действ эт потреб модернизац тоннел зам инженерн сист строительн работ позволя продолжа движен поезд требован безопасн безопасн пассажир приоритет москв сит делов центр крупн транспортн хаб поэт вариант поездок филевск лин солнцевск лин мцд мцд шелепих постро маршрут мцд такж указа станц добра мцк планир маршрут заран врем поездк времен увелич кром скор откро нов вестибюл мцк москв сит ваш пут станет удобн усил регулярн маршрут наземн городск транспорт проходя шелепих станут ход чащ открыт рублев архангельск лин появ нов транспортн связ север запад москв нов маршрут появ тыс москвич жител север запад смогут эконом минут поездк центр город минут поездк делов центр москв сит разгруз таганск краснопресненск арбатск покровск лин нов лин имет пересадк бкл мцк арбатск покровск филевск солнцевск лин такж перв четверт диаметр,35.0
некотор станц метр москв санкт петербург похож две капл вод знает поч рассказыва карточк эт станц причин сходств,48.0
нов поезд москв высок оцен рубеж дизайн проект получ серебрян наград престижн международн прем категор промышлен дизайн ежегодн соискан прем выдвига тысяч проект оценива помощ многоуровнев систем судейств критер заявк анонимн независим рассматрива фокус групп сми учен эксперт дизайн проект поезд москв созда заказ трансмашхолдинг сотрудничеств лаб специальн московск метр нов соста покор жюр современ внешн вид эргономичн комфортн просторн салон светов оформлен материал стил эк,73.0
вывест банковск карт стоп лист смотрет истор поездок приложен метр москв личн кабинет привязыва банковск карт эт позвол пар клик оплат ран совершен поездк вывест карт стоп лист смотрет истор проход карт городск транспорт устанавлива обновля приложен,0.0
нашл билет котор настоя назва счастлив бер сво един лучш локац поеха дел комментар счастлив един хотел,18.0
инспектор цомп сопровожда пассажир социальн культурн объект спортивн нача год инспектор помогл добра стадион спорткомплекс маломобильн пассажир чащ заказыва сопровожден стадион искр стадион спартак фок солнечн футбольн манеж спортивн комплекс академ будущ спортивн комплекс акватор зил остав заявк бесплатн сопровожден цомп нужн минимум сутк врем работ служб,0.0
музык метр отмеча ден рожден выходн проект исполня лет эт врем площадк состоя тыс выступлен чест праздник пассажир выступ групп музыкант одн любимц публик участв проект сам перв сезон посмотр эт идет сезон нем состоя свыш тыс выступлен благодар артист участ музык метр пассажир поддержк,5.0
нам важн создава безопасн комфортн услов пассажир особ вниман уделя дет реш напомн дела обеспечен безопасн юн пассажир год станц метр действ систем видеоаналитик фер секунд опозна человек баз федеральн розыск оповеща полиц помощ сфер уда найт метр мцк потеря дет год фонд поиск пропа дет запуст проект потеря уход станц метр мцк размест плакат персонаж мультфильм ребенок сто ряд наклейк эт сигна помощ сотрудник полиц дежурн станц помогл дет благодар эт мер метр нашл пропа ребенк,11.0
ма всемирн ден футбол поздравля праздник игрок фанат кстат кром классическ футбол существ разновидн вид спорт незряч слабовидя добира спортсмен тренировк матч помога наш инспектор центр обеспечен мобильн пассажир дел виде поздравлен тренер сборн росс футбол незряч никол берегов,6.0
оплат проезд биометр наземн метр подключ сам инновацион способ оплат станц мцд нахабин площад трех вокзал лихобор зеленоград крюков пройт биометр турникет обозначен специальн стикер валидац выход прикладыва карт котор привяза сервис ран систем подключ тыс турникет метр мцк речн регулярн маршрут аэроэкспресс будущ платежн сервис заработа станц вокзал мцд смогут пользова млн пассажир ежедневн подключ оплат биометр приложен метр москв,50.0
подвод итог наш конкурс дню рожден московск метр победител стал соф ошкарев фраз метр эт мест встрет мил пушист пассажир котор памя телефон переполня снимк дмитр хавалдж фраз метр эт обучен сну сто пад ольг княгин фраз метр эт возможн поговор друз жизн прочита ещ пар глав любим книг алекс хрен фраз метр эт выйт площад революц потерет нос собак никит скорин фраз метр эт отд дом работ наоборот поздравля откройт сво личн сообщен наш сотрудник смог вам связа позж опублику лучш фраз конкурс,14.0
пожал сам мил познавательн виде сегодн летн макар приеха москв специальн рад парад поезд дел эмоц,90.0
встреча нов напольн навигац московск метр нов указател наход пол вестибюл платформ станц проспект вернадск мичуринск проспект аминьевск славянск бульвар пролетарск крестьянск застав площад ильич римск изготавлива элемент навигац совершен нов технолог термопластик дорожн разметк ноч размеща навигацион элемент планиру обновлен напольн навигац появ пересадочн станц,22.0
новост год может активирова онлайн пополнен тройк карт москвич сам турникет метр мцк нужн иска желт терминал уникальн сервис позволя эконом врем пассажир придет прикладыва карт желт терминал станц онлайн пополнен билет запишет автоматическ момент оплат проезд проход турникет экран появ надп записа пополнен сервис доступ выпущен троек карт москвич обуча позвол эконом минут месяц млн пассажир записа онлайн пополнен телефон валидатор наземн транспорт автомат продаж билет пополн тройк приложен метр москв,44.0
полиста карт рекорд росс гис убед московск метр сам сам дел некотор наш карточк,1.0
передвига велосипед средств индивидуальн мобильн метр мцк мцд подуличн переход запрещ кажд днем город растет числ пользовател велосипед самокат ролик скейтборд метр средств индивидуальн мобильн провоз качеств багаж защитн чехл поездк пассажир будут безопасн комфортн напомн размест плакат указател запомина иллюстрац запуст специальн аудиосообщен вестибюл эскалатор станц метр показыва видеоролик правил поведен транспорт тыс медиаэкран нарушител котор передвига велосипед средств индивидуальн мобильн станц метр мцк мцд подуличн переход могут получ штраф размер руб,16.0
сегодн важн ден отмеча год перезапуск проект экскурс метр год провел экскурс тыс пассажир числ аккредитова экскурсовод увелич вдво москвич доступн авторск маршрут чест праздник продолжа знаком гид наш проект уникальн тур открыва карточк переход сайт проект записыва экскурс,2.0
тыдыщ нов поезд москв успел оцен фиксик преимуществ так состав рассказа виде смотр сам обязательн покаж дет,70.0
ма сентябр год закр выход станц метр курск вестибюл пройдет капитальн ремонт эскалатор пожалуйст польз соседн выход своевремен ремонт эскалатор необход безопасн комфортн поездок принос извинен времен неудобств узна ремонт мосметр прям мобильн приложен метр москв официальн сайт,0.0
сервисн центр станц больш кольцев лин метр откр конц год врем вопрос московск паркинг москвич обрат тыс помощ сервисн центр пода заявлен получ решен запрос проконсультирова способ оплат парковок выдач парковочн разрешен напомн год назад возможн получ услуг московск паркинг появ станц текстильщик бкл воспользова окол тыс москвич такж сервисн центр работа станц бкл кунцевск проспект вернадск петровск парк сокольник,3.0
иволг эт поезд кажд сво крыш птичк собира сам разн пассажир владельц самокат энергичн велосипедист заботлив хозяйк домашн питомц опытн работник деп кажд сво интерес привычк ритм жизн пассажир объединя возможн комфортн быстр передвига сам современ поезд смотр наш виде убед сам,29.0
скор станет жарк поэт перевел кондиционер вагон метр летн реж поездк станут комфортн кондиционер оснащ свыш поезд ран снял тыс втор двер вестибюл станц поступа воздух пром фасад остеклен станц станц метр температур контролир отдельн подразделен лаборатор микроклимат сотрудник след качеств воздух всем метрополитен наступлен жарк дне перевод усилен реж тоннельн вентиляц,125.0
проект активн гражданин лет принима важн решен дела городск транспорт удобн благодар ваш голосован вмест вам поддержа строительств бкл запуск мцд выбра назван станц метр мцд определ уникальн цвет некрасовск троицк рублев архангельск бирюлевск лин определ сам красив станц откр последн лет поздравля проект активн участник продолжа развива транспортн сист вмест,3.0
станц бегов полн ход идет строительств нов городск вокза двух лин мцд специалист готов работ сам больш гусеничн кран москв нов вокза выход южн котор созда северн котор будущ позвол быстр пересажива таганск краснопресненск лин метр выход улиц нов московск городск вокза объедин диаметр метр пересадк лин мцд сдела кроссплатформен достаточн перейт поезд поезд платформ открыт нов транспортн инфраструктур поможет развит район хорошевск пресненск,10.0
представьт присн москв метр страшн смотр наш жизн лет назад появ московск метр,28.0
студент школьник скидк мцд действ льготн проездн билет обуча дне бесплатн пересадк метр год поездк школьник студент стал дешевл раз московск центральн диаметр льготн проездн билет доступн кругл год обуча нужн записыва отдельн абонемент метр конкретн станц достаточн приобрест билет дне тарифн зон пригород прошл год школьник студент записа карт москвич тыс абонемент суммарн эконом состав млн руб,7.0
сотрудник центр обеспечен мобильн забот кажд нача год сопровод окол тыс незряч слабовидя пассажир собак проводник основн инспектор помога добра местн отделен вос российск государствен библиотек слеп остав заявк бесплатн сопровожден цомп врем работ служб,7.0
запуст тематическ поезд чест лет метр вагон узна интересн факт например как станц метр живут бронзов собак истор метр он откр появ турникет цветн схем транспортн династ ветеран труд вклад развит транспорт сотрудник метр любв сво дел курсирова течен месяц сокольническ лин,59.0
реш посмотрет выглядел способ оплат проезд стан людьм дальш туман дел вам,16.0
нов фабрик звезд покоря сердц пассажир метр участник выступ аванзал станц курск музыкант исполн песн александр круг отец габриэл александр прост зна ле канделак грустн соф полозов снача полин быковск матриц мар гордеев эгоист вел трансляц посмотр эт,8.0
вмест ассоциац развит возобновля энергетик откр выставк возобновля энерг планет станц делов центр экспозиц найдет фоторабот финалист конкурс виэ фокус член ассоциац сможет увидет энергообъект маков пол ставропольск кра лис котор залезл солнечн батар калининградск област одн стар гидроэлектростанц заполяр мурманск област поддержива проект котор направл защит окружа сред нов фотовыставк станц делов центр посмотрет объект возобновля источник энерг станов част природн ландшафт росс посет экспозиц июн отмет макс ликсут,7.0
ма времен измен расписан движен поезд мцк интервал движен будут увелич минут утр час вечер полуноч остальн врем интерва движен поезд сохран расписан кажд станц посмотрет плакат увеличен интервал необходим пропуск поезд дальн следован ленинградск направлен пут мцк,67.0
мцд част называ наземн метр он отлича подземн дава разбира поезд мцд след конечн станц част уезжа дальн пригород дмитр звенигород твер владимир друг город едет поезд узна табл головн вагон расписан станц мцд минимальн интервал движен поезд составля минут час пик эт раз меньш раньш разниц поезд рассказыва пример главн флагман москв иволг диаметр действ нескольк тарифн зон эт связа охватыва огромн расстоян нескольк перевозчик эт цппк цппк ппк объединя метр мцд удобн пересадк комфортн красив станц современ поезд любов,122.0
