processed_text_stemmed,comments_count
помн недавн писа создан арт объект букв дел результат лодк символ метр расписа фестивал арт пристан парк кузьминк приглас художник разн город росс наход сам оживлен част парк центральн алл приход посмотрет друг арт объект,2.0
профессиональн рвем шаблон эт шутк номинац прем российск ассоциац связ обществен котор побед московск метр космос,4.0
вечер ма июн мцк частичн увелич интерва пропуск транзитн поезд дальн следован будн минут выходн минут час пик поезд прежн будут ход минут планир поездк заран,30.0
напомина ма поезд ход савеловск боровицк серпуховск тимирязевск лин ремонтиру станц сориентирова помогут сотрудник цомп сопровод предел станц подскажут наход ближайш остановк объясн найт нужн автобус пожалуйст польз друг лин метр маршрут наземн транспорт,25.0
выпуст пазл поезд наклейк професс метр пазл коробк детал собра номерн русич москв москв наклейк сотрудник стоек жив общен цомп дежурн станц друг куп так классн подарк сайт магазин стойк жив общен сувенирн магазин станц маяковск трубн,27.0
рамк проект музык метр маяковск выступ певиц необычн акустическ аранжировк исполн сво хит калифорн ненавиж город подруг влюбля спасиб наш партнер музык романтичн концерт зап выступлен посмотрет лов атмосферн фот,9.0
истор мцк нов важн цифр млн поездок дня запуск год феврал тысяч сам популярн станц кольц сегодн нижегородск площад гагарин ростокин,22.0
дела ремонт станц менделеевск цветн бульвар чеховск покрас поверхн потолк стен замен элемент освещен очист путев стен замен ламп убер кабел стен ремонтиру лавочк платформ обнов светодиод навигац ремонтиру выправля пут замен рельс шпал станц станут красив светл ограничен нужн выполн больш обь работ коротк срок эт быстр сравнен работ ноч,37.0
вмест друг дел запуска квест случа открыт участк замоскворецк лин погруз истор метр узна интересн факт получ уникальн бонус выполн задан сможет выигра приз московск транспорт коллекцион карт тройк мягк игрушк ручк шоппер ежедневник переход сайт знакомьт квест,34.0
станц солнечн будущ ждет обновлен последн реконструкц проход год скор вмест цппк привед станц стандарт московск транспорт открыт диаметр рассказыва измен,11.0
всем метр млн ламп окол энергосберега рассказыва плюс так освещен,22.0
билет кошелек карт тройк заработа ярославск направлен оплат проезд стал прощ удобн нов способ действ ярославск вокза станц серг посад фрязин пассажирск монин баланс пополн удален стоимост поездок измен спишет автоматическ завис дальност поездк прикладыва карт турникет валидатор вход выход станц заблокир разблокировк обраща пригородн касс доплачива эт пок напомина июн блокировк карт действ мцд валидац выход сможет бесплатн пересест метр мцк оплат проезд гарантир страхов выплат нам помога обновля поезд инфраструктур ваш комфорт,56.0
перезапуст проект экскурс метр знакомьт истор культур московск метрополит нов гид котор провод экскурс един площадк хот узна достопримечательн метр заход сайт смотр список экскурс выбира понрав экскурсовод записыва экскурс онлайн,8.0
всем нам важн проверя сво здоров остава тонус смотр эт сдела бесплатн ряд станц бкл схем ниж некотор павильон здоров москв полн список,8.0
команд московск мем кажд ден присла нам сво творчеств открыт участк замоскворецк лин дел,63.0
постепен обновля навигац запуск логотип указател мцд метр эт нужн заран привыкл нов обозначен смогл продума будущ маршрут пересадк нов диаметр пок закрыт полупрозрачн пленк показыва пересест получ,56.0
сдела подборк ваш фот парад поезд красот автор владисла стрелец владимир кныш ксен буевск влад новожил владисла червон,44.0
знал загружен вагон посмотрет приложен метр москв повыс точност сервис собира статистик нескольк источник монитор числ одновремен подключен гаджет беспроводн сет вагон турникет счита числ проход пассажир дан обновля кажд секунд алгоритм машин обучен определя тип вместим вагон крупн пересадк лин ден недел мног друг совету провер сам,14.0
июн карт тройк начнут блокирова мцд будет прикладыва выход станц напомина прав карточк валидац оплат проезд гарантир получен страхов выплат нештатн ситуац нам помога закупа нов поезд обновля станц пут готов запуск диаметр,125.0
откр дополнительн выход станц аминьевск бкл как плюс станет транспортн доступн нов микрорайон ряд станц врем метр сократ минут раньш идт надземн переход аминьевск шосс маломобильн пожил пассажир выход установ лифт укр дожд снег вход навес выход появ нов остановк наземн транспорт пересадк метр станет быстр,12.0
ма чест весен велофестивал ве ден бесплатн провоз велосипед пригородн поезд цппк мтппк мцд аэроэкспресс меня проезд железн друг бесплатн карточк напомина стандартн правил путешеств велосипед,21.0
главн символ московск метр станет объект стрит арт завтр ма парк кузьминк пройдет фестивал граффит искусств арт пристан нем участв художник разн город росс распишут лодк котор станут арт объект одн работ посвят легендарн букв символ мног год указыва пут миллион пассажир выполня граффит райтер команд андр приход понаблюда работ художник информац фестивал,12.0
напомина завтр начина ремонт станц менделеевск чеховск цветн бульвар серпуховск тимирязевск лин эт след выходн поезд будут ход савеловск боровицк времен станут конечн июн включительн закро вход выход чеховск цветн бульвар станц продолжат работа переход соседн пересадочн тверск пушкинск трубн будут дежур сотрудник цомп подскажут добра нужн мест сопровод предел станц пожалуйст выбира альтернативн маршрут заран,65.0
твер собира нов птичк мцд перв иволг выйдут конц начал год планиру полност обнов подвижн соста диаметр год куп мцд птичек главн особен нов состав двер промежуточн вагон сможет быстр сад поезд выход плавн ход низк уровен шум вибрац удобн сиден больш числ поручн стоя пассажир зарядк гаджет креплен велосипед колясок,125.0
подвод итог наш конкурс мем чест открыт участк замоскворецк лин буд скрыва выбра сложн присла картинок сувенир получа серг слеп никит михе ан сухма миха сухан павел вернадск поздравля победител напиш подробн личн сообщен проверьт открыт всем мемолог отдельн спасиб эт прекрасн,45.0
работ тпу площад трех вокзал планиру законч месяц готов нов платформ поезд современ освещен инфотабл понятн навигац сможет пользова западн част вестибюл сдела лифт эскалатор территор ряд снимут ограничен врем строительств передвига пешк станет удобн запуск диаметр сентябр поезд начнут останавлива кажд минут будущ тпу станет крупн росс объедин мцд метр вокзал наземн транспорт перспективн вокза стран высокоскоростн магистра москв санкт петербург,39.0
направлен аэроэкспресс заработа оплат биометр систем подключ крайн турникет терминал компан аэропорт домодедов внуков сдела шереметьев проход биометр могут польз метр мцк снов регистрирова сервис доступ проезд вагон стандартн класс домодедовск внуковск направлен так оплат павелецк киевск вокзал,23.0
выходн ма меня расписан савеловск направлен ма ма интервал увеличат минут час част поезд отмен част измен остановк дегунин лобн измен расписан некотор аэроэкспресс шереметьев эт врем будут стро тпу лианозов марк бескудников суббот воскресен закроют пут москв воскресен понедельник пут москв ма ма част поезд отмен част поедет станц царицын перерв стрешнев курск вокза интервал увеличат минут час эт врем закроют пут москв курск вокза перерв капитальн ремонт пут смотр график движен пригородн городск поезд аэроэкспресс автобус метр ховрин котор доеха аэропорт,4.0
праздничн парад поезд лет метр год вперв прошел бкл выходн посмотрел окол тысяч человек увидет прокат состав разн модел окол тысяч пассажир посет выставк ретровагон станц партизанск служебн пассажирск состав дел нам сво фот лучш собер пост,93.0
сегодн аэроэкспресс отмеча сво ден рожден эт врем поезд экспресс автобус связа аэропорт район москв город подмосков лин метр компан откр собствен деп запуст перв росс этажн поезд достав комфорт воврем шереметьев домодедов внуков млн пассажир спасиб дела поездк аэропорт так удобн надежн,23.0
девочк записыва ноготочк мод ярк маникюр цвет лин метр,24.0
нача тест виртуальн тройк турникет метр мцк пок работ сервис оценива сотрудник кольцев замоскворецк лин центральн кольц скор сможет опробова цифров карт выпуст личн кабинет приложен метр москв покупа большинств билет тройк вид код сканирова турникет метр придет достава пластиков карточк оплачив проезд помощ телефон,80.0
кошелек карт тройк нача работа павелецк направлен недел вмест цппк запуст ярославск оплачива поездк кошельк удобн экологичн стоя автомат касс разов бумажн билет пополн карт касс удален стоимост проезд меня рассчита тариф завис дальност поездк забыва прикладыва тройк вход выход станц инач заблокир июн тройк блокирова мцд прилож карт выход разблокировк пок бесплатн будущ доплачива сдела эт касс диаметр пригород некотор закрыва поездк мцд мал эт сказыва общ работ билетн систем оплат тройк подключа нов направлен ма павелецк ярославск конц год направлен будущ пассажир котор польз карт станов нам важн допуст критическ рост незавершен поездок билетн систем сможет работа корректн оплат проезд гарантир страхов выплат нам помога обновля поезд инфраструктур ваш комфорт,125.0
сегодн станц сокольническ лин разда брошюр интересн факт эт станц акц проход чист пруд лубянк сокольник красн ворот красносельск комсомольск брошюр могл узна раньш называ лубянк станц период велик отечествен войн работа аппарат генеральн штаб красн арм называ проект гавриков улиц станц отправ перв истор московск метр поезд пассажир,34.0
наград поздрав наш сотрудник лет метр сегодн работа тысяч крут специалист котор кажд ден дела ваш поездк удобн безопасн ма указ президент росс наш коллект удосто почетн знак успех труд утверд год оказа сред перв награжден организац все стран коллег горд вам,12.0
наш сотрудник устро флешмоб баррикадн выстро букв числ чест дня рожден метр разда пассажир подарк держател карт обложк паспорт мног друг,28.0
ден рожден метр конкурс сним креативн виде люб станц например рассказа необычн факт личн истор котор связа эт мест хронометраж секунд дальш ма включительн пришл ролик нам сообществ московск метр нажа страниц кнопк предлож новост поставьт хештег конкурс летмосметр важн человек виде буд смотрет ваш ролик отбира сам интересн истор главн творческ подход предчувству участник поэт итог подвед ма победител получат альб карт тройк удач,109.0
сегодн смотр москв интерв максим ликсутов московск метр поговор чест лет московск метрополит крупн столиц работодател област транспорт тысяч сотрудник тысяч младш лет сам высок стандарт чистот кажд ноч тыс человек убира инфраструктур метр примерн тыс вагон год замоскворецк лин планиру постав нов вагон занима создан техзадан поезд метр нов поколен нем современ качествен технолог ждем виртуальн тройк приложен метр москв нос соб карт оплачива проезд помощ код пропуст,44.0
начина наш ден рожден прекрасн нов красив тройк един куп проездн тройк касс станц бкл един касс автомат продаж билет тираж огранич поздравля сотрудник пассажир праздник,86.0
ма меня расписан част поезд отмен интервал увеличат минут част поезд москв поедет станц стрешнев царицын эт врем закроют пут москв москв товарн перерв капитальн ремонт пут проезд центр польз замоскворецк люблинск дмитровск серпуховск тимирязевск лин метр мцк наземн транспорт смотр график пригородн поезд приложен метр москв московск транспорт расписан билет цппк сайт перевозчик,4.0
приезжа партизанск арбатск покровск лин сегодн заработа выставк ретровагон проход кажд год пут станц чест дня рожден метр ма включительн сможет увидет историческ вагон сред пассажирск метр год вагон улучшен ходов част тон легч предшественник двер шир служебн вагон стар вагон путеизмерител контактн аккумуляторн электровоз вэк,123.0
традицион парад поезд дню рожден метр год вперв бкл состав будут ход прот часов стрелк выходн некотор ретропоезд сокольник ощут одн перв пассажир лампов атмосфер создава уютн бра мягк сиден пружин панел стен легендарн ежик любим поезд врем ход лин метр лет русич нача эпох состав нов поколен прислон сдвижн двер наддверн табл отоплен позж кондиционер ваш комфорт москв сам современ поезд московск метр,125.0
ма июн ремонтиру станц менделеевск чеховск цветн бульвар серпуховск тимирязевск лин сдела больш обь работ коротк срок выходн ма закро участок станц савеловск боровицк времен станут конечн польз друг лин дни ма июн будут закрыт вход выход чеховск цветн бульвар станц продолжат работа переход соседн пересадочн тверск пушкинск трубн стара поддержива инфраструктур ваш поездк остава комфортн особен центральн станц котор кажд ден польз люд ремонт специальн выбра врем пассажир метр меньш больш част ограничен придет традицион сезон отпуск выходн сократ неудобств пожалуйст выбира альтернативн маршрут заран смож сохран красот архитектурн облик станц сдела удобн,48.0
начина масштабн программ ремонт окол станц метр кажд ден поддержива инфраструктур больш обь работ уда провест ночн окн центральн станц таганск краснопресненск люблинск дмитровск серпуховск тимирязевск лин отремонтиру лестниц убер водопроявлен восстанов мраморн гранитн покрыт отремонтиру элемент дерев металл отштукатур потолк убер кабел стен ограничен будут времен достав неудобств большинств станц пересадочн движен поезд выходн сезон отпуск кажд окн напиш отдельн работ пройдут займут меньш времен сравнен ремонт ноч,40.0
станц маяковск прошл настоя театральн постановк вмест театр лун мал ордынк анонсирова городск мюзикл маяковск лет дня рожден поэт народн артист росс художествен руководител театр евген герасим прочита стихотворен лев марш янин студилин исполн музыкальн композиц орхиде дмитр новицк аккомпанемент жив оркестр прочел стихотворен ананас шампанск пассажир увидел реконструкц поэтическ поединк зван корол поэт владимир маяковск игор северянин смотр эт,3.0
доцент горн институт нит мисис дмитр конюх рассказа инновацион решен работ замоскворецк лин метр участок перекрыва строительств нов тоннел царицын кантемировск котор год постро плох гидроизоляц слов эксперт вперв росс мир разработа примен нов метод закрыт движен автозаводск орехов провел тщательн обследован конструкц перегон тоннел раздел основн участк нужда полн замен усилен обделк гидроизоляц ремонт отдельн элемент герметизац швов замен участк тоннел невозможн постро обходн пут поэт раскопа поверхн разобра зат собра нов конструкц,97.0
ма нам лет дава отмеча ден рожден вмест ма пройдет парад поезд вперв бкл сможет увидет прокат состав разн модел ма станц партизанск выставк служебн пассажирск ретровагон услыш аудиопоздравлен артист провед праздничн конкурс вперед сюрприз след наш пост сообществ,125.0
муз транспорт москв подготов подарок чест наш лет сегодн пройдет бесплатн лекц эволюц дизайн станц московск метр обсуд меня внешн вид разн период как архитектурн стил встрет лектор выступ ирин чижевск экскурсовод музе транспорт москв регистрир встреч,16.0
ма ма значительн меня расписан поезд курск направлен больш част поезд идет станц царицын перерв част поезд отмен интервал увеличат подольск царицын минут царицын курск вокза час рижск направлен част поезд ход стрешнев курск вокза част поезд отмен интервал увеличат минут эт врем закроют пут москв курск вокза перерв капитальн ремонт путев инфраструктур проезд центр польз замоскворецк люблинск дмитровск серпуховск тимирязевск лин метр мцк наземн транспорт смотр расписан пригородн поезд приложен метр москв московск транспорт расписан билет цппк сайт перевозчик,7.0
рассказыва работ казанск направлен запуск дела вмест цппк ржд став нов освещен громкоговорител стойк инфотабл урн лавочк обновля визуальн информац некотор станц меня платформ ремонтиру фасад турникетн павильон навес ржд вед масштабн строительств митьковск соединительн ветв переустраива тоннел обустраива пут городск поезд организу движен могл проеха диаметр сквозн маршрут вокзал продолжа цппк обновля подвижн соста поезд вышл маршрут казанск направлен систем кондиционирован дополнительн поручн мягк сиден провоз велосипед,75.0
чест открыт участк замоскворецк лин запуска необычн конкурс лучш мем зна долг ждал пок станц снов начнут работа пришл врем дат вол сво эмоц креатив сдела мем открыт участк покаж эт рад пришл сообществ московск метр нажа страниц кнопк предлож новост обязательн сверх напиш мем конкурс работ принима ма ве ден ма выбер лучш творен победител получат крут сувенир географическ карт метр картон модел поезд москв кружк блокнот ручк дерза,87.0
спасиб присыла нам красот московск метр художник кирилл стрюков,5.0
метр вентшахт жарк погод свеж работа вентилятор счет увеличен воздухообм температур станц тоннел снижа градус воздух полност обновля час вентилятор проход регулярн проверк эт след сотрудник лаборатор микроклимат,13.0
отмен реверс мцд савеловск белорусск вокзал поезд снов отправля час пик кажд минут сам состав стал раз аэроэкспресс аэропорт шереметьев внов отправля кажд минут станц маршрут начин одинцов эт важн этап подготовк запуск полтор год вмест ржд расшир узк участок укладыва пут поезд диаметр посадк высадк белорусск времен платформ работ удобн современ тпу врем реверс нача реконструкц бегов стро тпу сраз диаметр савеловск идут работ открыт планир сентябр год,48.0
завтр ма заработа станц автозаводск орехов замоскворецк лин полгод вмест мосметростро сдела огромн обь работ занов постро участок тоннел перегон царицын кантемировск примен сам современ технолог изначальн строительств гидроизоляц выполн некачествен тоннел полност безопасн работ вел расстоян глубин участвова человек окол единиц техник сдела улож бесстыков пут лин поездк станут тиш станц коломенск каширск кантемировск царицын замен шпал тысяч виброгася блок отремонтирова переход царицын кантемировск коломенск обнов путев стен платформ свод колон отремонтирова выход царицын котор закр лет тысяч человек появ удобн пут метр спасиб терпен пониман станц стал безопасн комфортн,125.0
наш историк изуч жизн сотрудник чьи им высеч памятник метрополитеновц погибш велик отечествен войн монумент наход деп северн нем фамил тех ушел защища родин знал фамил инициал поэт нача собира информац работник музе метр отправля запрос центральн арх миноборон воен комиссариат москв поисков организац объединен арх метрополит сравнива дан сайт памя народ геро исследован стал машинист алекс рябышкин дмитр дьячк токар тамар романов алекс дмитр вмест проход воинск служб черноморск флот бригад подводн лодок реш пойт работа метр осен год поступ деп северн октябр год вмест пошл фронт алекс погиб январ год москв дмитр ленинградск област феврал тамар работа токар метр пошл добровольц фронт женщин токар декабр год служ артиллер радист погибл декабр год территор беларус коллект музе метр продолж восстанавлива истор сотрудник участник велик отечествен войн чтим памя геро защища родин,4.0
выпуст нов един чест дня побед ищ тысяч так проездн касс автомат продаж билет метр праздник,30.0
арбатск покровск лин нача ход поезд подвиг народ год велик отечествен войн вагон узна труд рабоч врач деятел культур тех внес сво вклад общ побед советск народ соста запуст вмест музе побед российск воен историческ обществ работа полгод муз побед посет экспозиц воссозда событ воен времен,14.0
смотр парад чест дня побед метр ма традиц тысяч медиаэкран покаж трансляц красн площад сюжет велик отечествен войн фильм офицер год субтитр эскалатор вестибюл станц экран услыш увид поздравлен праздник мэр москв,5.0
ден побед будут ситуативн изменен работ метр сотрудник цомп помогут мест нужн выход закр подскажут найт ближайш могут пройт част пут вмест вам предел станц дежурств инспектор будут дежур станц метр станц мцк узна красн желт форм заказа сопровожден почита служб работа,0.0
бесплатн билет ма может куп ма сайт чест дня рожден московск метр муз транспорт москв запуска экскурс сотрудник расскажут архитектур технологическ аспект строительств нов лин работ сам метр перв экскурс бкл пройдут бесплатн ма регистрац,31.0
ма белорусск вокзал поезд будут останавлива нов платформ ржд продолжа реконструкц запуск вперед масштабн работ законч быстр закр станц реш сохран остановк зна белорусск важн пользова времен инфраструктур станц посадк высадк поезд пригородн аэроэкспресс ма нов платформ пут ма откро нов платформ попаст станц тверск путепровод мост ржд сдела времен сход прощ ориентирова мост территор ряд размест навигац цппк установ автомат прям нов платформ валидатор аэроэкспресс постав автомат платформ аэропорт будут мобильн билетн кассир термина касс зал ожидан продолж работа эконом времен покупа билет заран онлайн белорусск окончан реконструкц будущ сдела подземн вестибюл лифт эскалатор попаст нов платформ забыва оплачива поездк прикладыв карт вход выход,26.0
эт истор московск метр раньш засекреч архив нашл важн документ холодн зим год враг наступа столиц эт врем москв узбекиста тянул ко отаплива буржуйк эшелон вагон метр прицеплен паровоз внутр наш работник мног сем маленьк детьм сотрудник метр восстанов событ тех лет показа дальш,20.0
ма ма меня расписан поезд ма интервал увеличат минут част поезд отмен част измен остановк участк подольск царицын станц царицын закроют пут москв обновлен инфраструктур поезд будут ход реверсивн режим пут москв будн ма савеловск направлен интервал увеличат минут час част поезд отмен част измен остановк участк дегунин лобн измен расписан некотор аэроэкспресс шереметьев строительств тпу лианозов будут поочередн закрыва пут бескудников лобн поезд поедут участк реверсивн режим смотр график движен пригородн городск поезд аэроэкспресс автобус метр ховрин котор доеха аэропорт,10.0
понима парн музык метр невозможн устоя,13.0
сегодн выставочн заработа фотовыставк лиц велик побед геро стал ветеран разн род войск национальн религиозн конфесс бывш ссср сам старш момент съемок исполн лет год авторск коллект проект победител организ встреч свидетел участник велик отечествен войн собира воспоминан созда художествен фотопортрет больш част материал главн историческ портал стран истор,2.0
ма билет кошелек карт тройк заработа павелецк направлен ма ярославск нов способ оплат действова участк павелецк вокза расторгуев ярославск вокза серг посад фрязин пассажирск монин стоимост проезд измен автоматическ рассчитыва тариф исход дальност поездк забыва валидац тройк вход выход станц инач заблокир проезд пригородн поезд мцд касс метр возвраща залогов стоимост карт незавершен поездк,34.0
сегодн утр вагон серпуховск тимирязевск лин обнаруж кот станц цветн бульвар дежурн забра служебн помещен напо молок обычн найден питомц переда приют кот забра дежурн станц машинист поезд специалист отдел навигац служб пассажирск сервис так неравнодушн отзывчив коллег вер малыш скор обретет дом,78.0
сегодн преддвер дня побед поздрав ветеран труженик историческ деп северн имен отсюд лет назад отправ фронт бронепоезд московск метрополит постро деньг работник метр год велик отечествен войн метрополит перевез млрд пассажир эт врем служ бомбоубежищ ветеран выступ наш академическ хор вмест воен духов оркестр мероприят законч минут молчан возложен цвет памятн обелиск воин метрополитеновц,4.0
ма открыт метр окончан мероприят нескольк станц центр будут закрыт выход вход пересадк продолжат работа пожалуйст планир поездк заран,24.0
год откроет нов станц сокольническ лин потапов ввод транспорт станет удобн тысяч жител поселен сосенск тысяч метр заработа пеш доступн эконом времен пут минут ден проспект вернадск бкл раз быстр минут пересадок больш кольцев разн район город бунинск алл свободн коммунарк тепл стан местн дорог разгруз постро надземн пешеходн переход остановк жил застройк,47.0
стал чащ плат проезд банковск карт турникет метр мцк например март числ оплат выросл сравнен прошл год обнов тысяч турникет пользова банковск карт кажд крайн нов оборудован российск производств работа отечествен,63.0
напомина метр ката велосипед самокат скейтборд ролик безопасн эт меша друг пассажир стат причин несчастн случ пожалуйст соблюда прав,65.0
уважа знаток как год эт схем,118.0
топ сервис котор дела ваш поездк метр помога ког проблем передвижен год работа центр обеспечен мобильн пассажир заявк сопровожден оставля одн перв сервис стал склад забыт вещ работа кажд ден наклейк проект потеря уход станц метр мцк персонаж мультфильм плакат подсказыва дет дела потеря ждат взросл стойк жив общен сможет получ ответ вопрос метр послуша артист вжив прям пут благодар проект музык метр,12.0
приложен приход уход встрет метр центр зал навсегд,48.0
рассказыва измен приход мцд район перов сегодн жител польз калининск лин мцк август год смогут выбира поездок станц состав андроновк авиамоторн перов дела прям вмест ржд обновля платформ укрепля клад нов плитк устанавлива современ освещен табл расписан нанос тактильн лин маломобильн пассажир став лавочк громкоговорител пересадок доеха петровск разумовск останкин част город одн пересадк добра савеловск тимирязевск,53.0
