Model,MAE,R2,Task ID,Model ID
Ridge,20.33272099929313,0.39109922972863154,2a89146a4f6a425e9ca89346622e03cc,02b15373f4c94a7fb889bb44b8bf3906
RandomForest,20.022237714954375,0.3060220857733945,6cecdc514e47422697ec63b71f449130,02b15373f4c94a7fb889bb44b8bf3906
NeuralNetwork,19.148535258385724,0.2964280615107906,e37b4ac7b15e43daae3e6e85e8354365,01009e1ed5e04e7d926d3a4e285e57de
